what,kind,bundleId,bundleVersion,description,time
started,bundle,org.python.pydev.core,2.6.0.2012062818,"org.python.pydev.core",1410215305520
started,bundle,org.python.pydev.debug,2.6.0.2012062818,"org.python.pydev.debug",1410215305525
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215306771
closed,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1410215306780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215309108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215366532
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215367657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1410215369447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1410215376397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215377597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215389013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1410215389572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215391684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215391976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215393196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215394131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1410215413821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215415082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215475155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215482226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215489619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1410215489996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410215513397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215514190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215515338
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215523423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215526934
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215535445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215537010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410215558224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215561121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215653492
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215657103
started,bundle,com.python.pydev.analysis,2.6.0.2012062818,"com.python.pydev.analysis",1410215664716
started,bundle,org.python.pydev,2.6.0.2012062818,"org.python.pydev",1410215664783
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215667799
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215667900
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1410215667905
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215667915
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215668692
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215677671
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215677672
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215680402
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215680720
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215680798
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215680817
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1410215683174
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215690815
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215697332
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215697786
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410215703253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215718543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215832109
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215832210
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215832280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215838219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215853075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1410215855001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410215857688
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215864144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410215868015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215869699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215873898
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1410215879079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215882417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215886322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215896093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215909618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215916137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215918626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215922777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215926986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215935441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215993969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410215995554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216007562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216007738
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216020323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216021096
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216022617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216023242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216023914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216024314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216035617
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216035762
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216038623
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216038624
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216039572
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216039573
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410216040847
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216044335
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216044389
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410216044402
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216050117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216058337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216062009
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1410216132149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216235993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216252785
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410216252919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216252981
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1410216253006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216254682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216436571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216436719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410216445625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216452409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216463273
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1410216468696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216469356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216550297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216559337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410216561594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216562697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216607418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216608304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216622025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216624241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216629418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216631009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216649633
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216649813
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216650831
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410216657952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216666728
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410216668288
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1410216668953
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1410216668962
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1410216668962
