what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1414628403558
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1414628403559
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1414628403568
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1414628403568
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1414628403688
started,bundle,com.genymobile.genymotion.ide.eclipse.plugin,1.0.3.201403261147,"com.genymobile.genymotion.ide.eclipse.plugin",1414628407450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628407529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628410038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628410086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628410119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628410138
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1414628414244
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1414628414251
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1414628414641
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1414628414674
executed,command,com.genymobile.genymotion.ide.eclipse.plugin,1.0.3.201403261147,"com.genymobile.genymotion.commands.genyMotionCommand",1414628427240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628427260
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1414628429214
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1414628429302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628433255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628433618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628434138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414628435348
executed,command,com.genymobile.genymotion.ide.eclipse.plugin,1.0.3.201403261147,"com.genymobile.genymotion.commands.genyMotionCommand",1414628436983
executed,command,com.genymobile.genymotion.ide.eclipse.plugin,1.0.3.201403261147,"com.genymobile.genymotion.commands.genyMotionCommand",1414628440573
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1414627392562
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1414627394182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414627401175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414627469908
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414627469931
