what,kind,bundleId,bundleVersion,description,time
started,bundle,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt",1410132024388
started,bundle,com.android.ide.eclipse.base,22.0.5.v201307292155--757759,"com.android.ide.eclipse.base",1410132024388
os,sysinfo,,,"linux",1410132024391
arch,sysinfo,,,"x86_64",1410132024391
ws,sysinfo,,,"gtk",1410132024391
locale,sysinfo,,,"en_US",1410132024391
processors,sysinfo,,,"8",1410132024391
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1410132024391
java.runtime.version,sysinfo,,,"1.6.0_32-b32",1410132024391
java.specification.name,sysinfo,,,"Java Platform API Specification",1410132024391
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1410132024391
java.specification.version,sysinfo,,,"1.6",1410132024391
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1410132024391
java.version,sysinfo,,,"1.6.0_32",1410132024391
java.vm.info,sysinfo,,,"mixed mode",1410132024391
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1410132024391
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1410132024391
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1410132024391
java.vm.specification.version,sysinfo,,,"1.0",1410132024391
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1410132024391
java.vm.version,sysinfo,,,"23.25-b01",1410132024391
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1410132024393
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1410132024394
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1410132024401
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1410132024404
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1410132024428
